"75030DO003_201718 Value of Agricultural Commodities Produced, Australia–2017-18",,,,,,,
Released at 11:30 am (Canberra time) 30 April 2019,,,,,,,
"Value of Agricultural Commodities Produced–Australia, States and Territories and ASGS regions–2017-18",,,,,,,
,,,,,,,
Region code,Region label,Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors
0,Australia,3613658,Vegetables for human consumption - Capsicum (excluding chillies),131808212.9,,110476530.8,
0,Australia,3602458,Vegetables for human consumption - Carrots,241826207.5,,174442740.8,
0,Australia,3602758,Vegetables for human consumption - Cauliflowers,63361916.19,,48202211.24,
0,Australia,3610658,Vegetables for human consumption - Lettuces - Total,201814957.1,,165484611.6,
0,Australia,3614058,Vegetables for human consumption - Melons,168701465.4,,147144355.9,
0,Australia,3605858,Vegetables for human consumption - Mushrooms,375887610.7,,322103468.2,
0,Australia,3611558,Vegetables for human consumption - Onions,219292928.4,,191758009.3,
0,Australia,3606658,Vegetables for human consumption - Green peas - Processing,9530078.05,,9530078.05,
0,Australia,3606758,Vegetables for human consumption - Green peas - Fresh market,13879294.7,^,12130521.01,^
0,Australia,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,606593851.1,,558216439.2,
0,Australia,3607158,Vegetables for human consumption - Pumpkins,69677597.11,,47483533.77,
0,Australia,3611758,Vegetables for human consumption - Sweet corn,130517158.9,,86466970.6,
0,Australia,3608458,Vegetables for human consumption - Tomatoes - Processing,20315809.33,^,20315809.33,^
0,Australia,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),535889349.9,,454065380.4,
0,Australia,3630016,Vegetables for human consumption - All other vegetables n.e.c.,917034847.9,,779479620.7,
0,Australia,9017959,Livestock products - Total,9578563589,,9343465978,
0,Australia,9200159,Livestock Products - Wool,4480815128,,4337680515,
0,Australia,9200258,Livestock products - Milk,4269520606,,4269520606,
0,Australia,9200348,Livestock products - Eggs,828227855.3,,736264857.8,
0,Australia,9015959,Livestock slaughtered and other disposals - Total,20006046498,,18511866464,
0,Australia,9100258,Livestock slaughtered and other disposals - Sheep and lambs,3970704831,,3618597421,
0,Australia,9100158,Livestock slaughtered and other disposals - Cattle and calves,12019754261,,11000245618,
0,Australia,9100358,Livestock slaughtered and other disposals - Pigs,1145793320,,1075516146,
0,Australia,9100658,Livestock slaughtered and other disposals - Poultry,2682755075,,2643494224,
0,Australia,9100916,Livestock slaughtered and other disposals - Other n.e.c.,187039011.8,^,174013055,^
1,New South Wales,9019959,Total agriculture,13263701165,,12437653442,
1,New South Wales,9013959,Total value of crops,6762014564,,6298807773,
1,New South Wales,1910758,Broadacre crops - Total,4652800053,,4360162755,
1,New South Wales,1500158,Broadacre crops - Cereal crops - Wheat for grain,1368853990,,1236415005,
1,New South Wales,1500858,Broadacre crops - Cereal crops - Oats for grain,55700217.07,,49241289.96,
1,New South Wales,1501758,Broadacre crops - Cereal crops - Barley for grain,340182252.8,,303441571,
1,New South Wales,1504158,Broadacre crops - Cereal crops - Sorghum for grain,87717516.1,,79859817.57,
1,New South Wales,1505358,Broadacre crops - Cereal crops - Maize for grain,62598026.59,^,57241592.96,^
1,New South Wales,1508558,Broadacre crops - Cereal crops - Rice for grain,243044275.6,,225355066.8,
1,New South Wales,1508858,Broadacre crops - Cereal crops - Triticale for grain,11427732.56,^,10055941.49,^
1,New South Wales,1510316,Broadacre crops - Cereal crops - All other cereals for grain or seed,1345691.84,*,1207379.51,*
1,New South Wales,1803258,Broadacre crops - Non-cereal crops - Cotton lint (irrigated and non-irrigated),1628741817,,1597618584,
1,New South Wales,1808158,Broadacre crops - Non-cereal crops - Peanuts in shell,1761316.66,^,1721425.68,^
1,New South Wales,1901916,Broadacre crops - Non-cereal crops - Other pulses,256671443.6,,245019413.6,
1,New South Wales,1900958,Broadacre crops - Non-cereal crops - Oilseeds - Canola,463592785.6,,438453075.5,
1,New South Wales,1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,24406803.33,^,23675020.65,^
1,New South Wales,1902158,Broadacre crops - Non-cereal crops - Sugar cane - Cut for crushing,85097000.01,^,71364366.53,^
1,New South Wales,1510458,Broadacre crops - All other crops n.e.c.,21659184.64,^,19493204.69,^
1,New South Wales,3307859,Hay - Total,175121167.2,,175121167.2,
1,New South Wales,1005158,Hay - Lucerne cut for hay,75260069.08,^,75260069.08,^
1,New South Wales,3308558,Hay - Other pasture cut for hay,28970342.16,^,28970342.16,^
1,New South Wales,3308058,Hay - Cereal cut for hay,53331312.67,,53331312.67,
1,New South Wales,3308158,Hay - Other crops cut for hay,17559443.3,^,17559443.3,^
1,New South Wales,1919559,"Nurseries, cut flowers or cultivated turf - Total",471672670.9,,437110250.6,
1,New South Wales,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",281618897.8,^,253457008,^
1,New South Wales,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",94334890.04,^,84901401.03,^
1,New South Wales,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",187284007.8,^,168555607,^
1,New South Wales,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",63336816.16,,57003134.54,
1,New South Wales,1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",14774232.99,^,13296809.69,^
1,New South Wales,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",48562583.17,,43706324.86,
1,New South Wales,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",126716956.9,^,126650108,^
1,New South Wales,4309359,Fruit and nuts (excluding grapes) - Total,661082543.2,,604240054.6,
1,New South Wales,4201458,Fruit and nuts - Citrus fruit - Mandarins,10976860.11,,9057379.83,
1,New South Wales,4200758,Fruit and nuts - Citrus fruit - Oranges,143013281,,119580073.1,
1,New South Wales,4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,10912445.87,^,9402845.28,^
1,New South Wales,4202258,Fruit and nuts - Pome fruit - Apples,44532066.93,,37626120.38,
1,New South Wales,4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),323691.81,*,272156.4,*
1,New South Wales,4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,25958.83,*,23349.06,*
1,New South Wales,4203958,Fruit and nuts - Stone fruit - Apricots,662800.76,,591339.15,
1,New South Wales,4204358,Fruit and nuts - Stone fruit - Cherries,18359619.79,^,16509670.29,^
1,New South Wales,4205558,Fruit and nuts - Stone fruit - Nectarines,6182079.01,^,5348968.88,^
1,New South Wales,4206258,Fruit and nuts - Stone fruit - Peaches,4720033.81,^,4014565.12,^
1,New South Wales,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,11399868.34,,9960221.56,
1,New South Wales,4204158,Fruit and nuts - Orchard fruit - Avocados,55020326.58,^,47183874.76,^
1,New South Wales,4205358,Fruit and nuts - Orchard fruit - Mangoes,977865.84,**,807265.48,**
1,New South Wales,4205758,Fruit and nuts - Orchard fruit - Olives,12449568.44,*,12140131.51,*
1,New South Wales,4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,4635986.16,**,4357979.12,**
1,New South Wales,4302258,Fruit and nuts - Other fruit - Strawberries,700607.17,**,597510.5,**
1,New South Wales,4304658,Fruit and nuts - Other fruit - Bananas,4087905.1,*,3643100.61,*
1,New South Wales,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,164788905.9,^,160370360.4,^
1,New South Wales,4208158,Fruit and nuts - Nuts - Almonds,36688506.56,,36651892.79,
1,New South Wales,4209058,Fruit and nuts - Nuts - Macadamias,93376310.01,^,91629632.92,^
1,New South Wales,4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,37247855.16,,34471617.54,
1,New South Wales,5110058,Fruit and nuts - Grapes - Total,303745942.4,,297326878.6,
1,New South Wales,5109958,Fruit and nuts - Grapes - Wine production,227115704.8,,227115704.8,
1,New South Wales,4800558,Fruit and nuts - Grapes - All other uses,76630237.62,^,70211173.79,^
1,New South Wales,3630059,Vegetables for human consumption - Total,497592187.8,,424846667.5,
1,New South Wales,3601358,Vegetables for human consumption - Beans (including french and runner),18616271.97,*,16114665,*
1,New South Wales,3601758,Vegetables for human consumption - Broccoli,2129079.08,,1763449.22,
1,New South Wales,3601858,Vegetables for human consumption - Brussels sprouts,23548.21,,21193.39,
1,New South Wales,3601958,Vegetables for human consumption - Cabbages,16039122.13,^,10920027.45,^
1,New South Wales,3613658,Vegetables for human consumption - Capsicum (excluding chillies),2280439.19,*,1909727.08,*
1,New South Wales,3602458,Vegetables for human consumption - Carrots,1097919.17,**,853803.23,**
1,New South Wales,3602758,Vegetables for human consumption - Cauliflowers,np,,np,
1,New South Wales,3610658,Vegetables for human consumption - Lettuces - Total,np,,np,
1,New South Wales,3614058,Vegetables for human consumption - Melons,46595337.2,,43256467.01,
1,New South Wales,3605858,Vegetables for human consumption - Mushrooms,91185171.47,,77614764.09,
1,New South Wales,3611558,Vegetables for human consumption - Onions,4765884.42,*,4191762.88,*
1,New South Wales,3606658,Vegetables for human consumption - Green peas - Processing,np,,np,
1,New South Wales,3606758,Vegetables for human consumption - Green peas - Fresh market,238966.21,*,205874.73,*
1,New South Wales,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,67880888.2,^,61743430.44,^
1,New South Wales,3607158,Vegetables for human consumption - Pumpkins,11754708.92,^,7858936.74,^
1,New South Wales,3611758,Vegetables for human consumption - Sweet corn,10417155.23,^,8444330.55,^
1,New South Wales,3608458,Vegetables for human consumption - Tomatoes - Processing,597049.4,,597049.4,
1,New South Wales,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),51905522.96,^,43624347.38,^
1,New South Wales,3630016,Vegetables for human consumption - All other vegetables n.e.c.,151699762.6,^,128944798.3,^
1,New South Wales,9017959,Livestock products - Total,2135561908,,2045441914,
1,New South Wales,9200159,Livestock Products - Wool,1306243266,,1253902586,
1,New South Wales,9200258,Livestock products - Milk,566223309.5,,566223309.5,
1,New South Wales,9200348,Livestock products - Eggs,263095333,,225316018.2,
1,New South Wales,9015959,Livestock slaughtered and other disposals - Total,4366124693,,4093403755,
1,New South Wales,9100258,Livestock slaughtered and other disposals - Sheep and lambs,985280360.3,,906761336.2,
1,New South Wales,9100158,Livestock slaughtered and other disposals - Cattle and calves,2387243142,,2213929770,
1,New South Wales,9100358,Livestock slaughtered and other disposals - Pigs,200619688.7,,193148744.3,
1,New South Wales,9100658,Livestock slaughtered and other disposals - Poultry,782761752.1,,769881141.5,
1,New South Wales,9100916,Livestock slaughtered and other disposals - Other n.e.c.,10219749.31,^,9682762.38,^
101,Capital Region,9019959,Total agriculture,887451692.3,,832222956.1,
101,Capital Region,9013959,Total value of crops,161250381.4,^,148938557.5,^
101,Capital Region,1910758,Broadacre crops - Total,97066049.06,^,89276198.37,^
101,Capital Region,1500158,Broadacre crops - Cereal crops - Wheat for grain,48800596.11,^,44079054.26,^
101,Capital Region,1500858,Broadacre crops - Cereal crops - Oats for grain,4228211.91,^,3737913.77,^
101,Capital Region,1501758,Broadacre crops - Cereal crops - Barley for grain,1995264.14,*,1779769.76,*
101,Capital Region,1508858,Broadacre crops - Cereal crops - Triticale for grain,786018.58,^,691664.49,^
101,Capital Region,1901916,Broadacre crops - Non-cereal crops - Other pulses,556162.37,**,530914.44,**
101,Capital Region,1900958,Broadacre crops - Non-cereal crops - Oilseeds - Canola,39666182.6,^,37515164.81,^
101,Capital Region,1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,163778.03,*,158867.52,*
101,Capital Region,1510458,Broadacre crops - All other crops n.e.c.,869835.32,*,782849.32,*
101,Capital Region,3307859,Hay - Total,18221770.25,*,18221770.25,*
101,Capital Region,1005158,Hay - Lucerne cut for hay,12407114.46,*,12407114.46,*
101,Capital Region,3308558,Hay - Other pasture cut for hay,2994577.24,*,2994577.24,*
101,Capital Region,3308058,Hay - Cereal cut for hay,1468251.26,*,1468251.26,*
101,Capital Region,3308158,Hay - Other crops cut for hay,1351827.28,**,1351827.28,**
101,Capital Region,1919559,"Nurseries, cut flowers or cultivated turf - Total",15867777.83,*,14886545.9,*
101,Capital Region,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",8397767.8,*,7557991.02,*
101,Capital Region,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",278217.72,**,250395.95,**
101,Capital Region,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",8119550.08,*,7307595.07,*
101,Capital Region,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",1382436.75,**,1244193.08,**
101,Capital Region,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",1382436.75,**,1244193.08,**
101,Capital Region,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",6087573.27,**,6084361.8,**
101,Capital Region,4309359,Fruit and nuts (excluding grapes) - Total,15567273.39,^,13862841.35,^
101,Capital Region,4201458,Fruit and nuts - Citrus fruit - Mandarins,503.69,**,415.61,**
101,Capital Region,4200758,Fruit and nuts - Citrus fruit - Oranges,761.82,**,637,**
101,Capital Region,4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,7217.83,**,6219.33,**
101,Capital Region,4202258,Fruit and nuts - Pome fruit - Apples,75951.03,**,64172.69,**
101,Capital Region,4203958,Fruit and nuts - Stone fruit - Apricots,23105.03,*,20613.9,*
101,Capital Region,4204358,Fruit and nuts - Stone fruit - Cherries,9222675.31,^,8293381.36,^
101,Capital Region,4205558,Fruit and nuts - Stone fruit - Nectarines,518661.35,*,448765.45,*
101,Capital Region,4206258,Fruit and nuts - Stone fruit - Peaches,391453.82,*,332946.1,*
101,Capital Region,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,4881628.39,^,4265145.78,^
101,Capital Region,4205758,Fruit and nuts - Orchard fruit - Olives,1024.1,,998.64,
101,Capital Region,4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,2341.53,**,2201.12,**
101,Capital Region,4302258,Fruit and nuts - Other fruit - Strawberries,22893.1,**,19524.3,**
101,Capital Region,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,419056.39,**,407820.07,**
101,Capital Region,5110058,Fruit and nuts - Grapes - Total,2297317.11,**,2296936.62,**
101,Capital Region,5109958,Fruit and nuts - Grapes - Wine production,2292774.88,**,2292774.88,**
101,Capital Region,4800558,Fruit and nuts - Grapes - All other uses,4542.23,**,4161.74,**
101,Capital Region,3630059,Vegetables for human consumption - Total,12230193.74,**,10394265.04,**
101,Capital Region,3601758,Vegetables for human consumption - Broccoli,94465.54,**,78242.83,**
101,Capital Region,3601958,Vegetables for human consumption - Cabbages,4054.52,**,2760.47,**
101,Capital Region,3602758,Vegetables for human consumption - Cauliflowers,2303.44,**,1674,**
101,Capital Region,3610658,Vegetables for human consumption - Lettuces - Total,np,,np,
101,Capital Region,3605858,Vegetables for human consumption - Mushrooms,9388812.53,**,7991545.75,**
101,Capital Region,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,439883.64,^,400111.51,^
101,Capital Region,3607158,Vegetables for human consumption - Pumpkins,np,,np,
101,Capital Region,3611758,Vegetables for human consumption - Sweet corn,4123.71,**,3342.76,**
101,Capital Region,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),203444.88,**,170986.63,**
101,Capital Region,3630016,Vegetables for human consumption - All other vegetables n.e.c.,1844044.72,**,1567438.01,**
101,Capital Region,9017959,Livestock products - Total,283126436.4,,271178139.9,
101,Capital Region,9200159,Livestock Products - Wool,232022433.5,,222725381.2,
101,Capital Region,9200258,Livestock products - Milk,32640724.99,*,32640724.99,*
101,Capital Region,9200348,Livestock products - Eggs,18463277.91,^,15812033.67,^
101,Capital Region,9015959,Livestock slaughtered and other disposals - Total,443074874.6,,412106258.7,
101,Capital Region,9100258,Livestock slaughtered and other disposals - Sheep and lambs,184799475,,170072602.1,
101,Capital Region,9100158,Livestock slaughtered and other disposals - Cattle and calves,199397419.4,,184919885.8,
101,Capital Region,9100358,Livestock slaughtered and other disposals - Pigs,37870503.88,,36460231.39,
101,Capital Region,9100658,Livestock slaughtered and other disposals - Poultry,20778826.11,^,20436903.47,^
101,Capital Region,9100916,Livestock slaughtered and other disposals - Other n.e.c.,228650.2,*,216635.99,*
102,Central Coast,9019959,Total agriculture,np,,np,
102,Central Coast,9013959,Total value of crops,np,,np,
102,Central Coast,1919559,"Nurseries, cut flowers or cultivated turf - Total",36326542.1,^,33241593,^
102,Central Coast,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",23969750.42,*,21572775.38,*
102,Central Coast,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",5934323.56,*,5340891.2,*
102,Central Coast,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",18035426.86,*,16231884.18,*
102,Central Coast,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",6850693.42,*,6165624.08,*
102,Central Coast,1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",3498453.14,*,3148607.83,*
102,Central Coast,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",3352240.28,**,3017016.25,**
102,Central Coast,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",5506098.25,**,5503193.54,**
102,Central Coast,4309359,Fruit and nuts (excluding grapes) - Total,7779787.9,*,6669410.34,^
102,Central Coast,4201458,Fruit and nuts - Citrus fruit - Mandarins,94529.45,*,77999.46,*
102,Central Coast,4200758,Fruit and nuts - Citrus fruit - Oranges,2825422.02,**,2362467.1,**
102,Central Coast,4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,1803340.93,*,1553871.24,*
102,Central Coast,4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,17874.28,**,16077.29,**
102,Central Coast,4205558,Fruit and nuts - Stone fruit - Nectarines,97725.65,*,84555.93,*
102,Central Coast,4206258,Fruit and nuts - Stone fruit - Peaches,43848.96,*,37295.18,*
102,Central Coast,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,110581.58,*,96616.65,*
102,Central Coast,4204158,Fruit and nuts - Orchard fruit - Avocados,2268329.05,*,1945254.79,*
102,Central Coast,4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,270566.09,**,254341.01,**
102,Central Coast,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,247569.87,**,240931.69,**
102,Central Coast,3630059,Vegetables for human consumption - Total,np,,np,
102,Central Coast,3601758,Vegetables for human consumption - Broccoli,51765.73,**,42875.93,**
102,Central Coast,3601958,Vegetables for human consumption - Cabbages,22606.05,**,15391.03,**
102,Central Coast,3602458,Vegetables for human consumption - Carrots,180663.06,*,140493.68,*
102,Central Coast,3602758,Vegetables for human consumption - Cauliflowers,29992.14,**,21796.46,**
102,Central Coast,3610658,Vegetables for human consumption - Lettuces - Total,26830.66,**,25217.38,**
102,Central Coast,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),3820022.01,^,3210563.3,^
102,Central Coast,3630016,Vegetables for human consumption - All other vegetables n.e.c.,np,,np,
102,Central Coast,9017959,Livestock products - Total,np,,np,
102,Central Coast,9200159,Livestock Products - Wool,7693.82,^,7385.53,^
102,Central Coast,9200348,Livestock products - Eggs,np,,np,
102,Central Coast,9015959,Livestock slaughtered and other disposals - Total,65847021.55,^,64728411.16,^
102,Central Coast,9100258,Livestock slaughtered and other disposals - Sheep and lambs,5902.88,,5432.47,
102,Central Coast,9100158,Livestock slaughtered and other disposals - Cattle and calves,584409.71,*,541985.59,*
102,Central Coast,9100658,Livestock slaughtered and other disposals - Poultry,65204212.34,^,64131254.87,^
102,Central Coast,9100916,Livestock slaughtered and other disposals - Other n.e.c.,52496.62,*,49738.23,*
103,Central West,9019959,Total agriculture,1555629857,,1440864994,
103,Central West,9013959,Total value of crops,627707280.1,,571872789.6,
103,Central West,1910758,Broadacre crops - Total,493786177.3,,451137918.9,
103,Central West,1500158,Broadacre crops - Cereal crops - Wheat for grain,269009392.3,,242982269.5,
103,Central West,1500858,Broadacre crops - Cereal crops - Oats for grain,18020292.55,^,15930682.09,^
103,Central West,1501758,Broadacre crops - Cereal crops - Barley for grain,66525756.85,^,59340779.85,^
103,Central West,1504158,Broadacre crops - Cereal crops - Sorghum for grain,1916529.25,*,1744847.35,*
103,Central West,1508558,Broadacre crops - Cereal crops - Rice for grain,741648.8,**,687670.24,**
103,Central West,1508858,Broadacre crops - Cereal crops - Triticale for grain,1985573.72,*,1747224.4,*
103,Central West,1510316,Broadacre crops - Cereal crops - All other cereals for grain or seed,932480.93,*,836639.07,*
103,Central West,1803258,Broadacre crops - Non-cereal crops - Cotton lint (irrigated and non-irrigated),20056446.33,,19673192.56,
103,Central West,1901916,Broadacre crops - Non-cereal crops - Other pulses,16664310.65,^,15907806.36,^
103,Central West,1900958,Broadacre crops - Non-cereal crops - Oilseeds - Canola,89950069.67,^,85072257.2,^
103,Central West,1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,417939.82,**,405408.84,**
103,Central West,1510458,Broadacre crops - All other crops n.e.c.,7565736.49,^,6809141.36,^
103,Central West,3307859,Hay - Total,38120660.85,^,38120660.85,^
103,Central West,1005158,Hay - Lucerne cut for hay,25236425.01,^,25236425.01,^
103,Central West,3308558,Hay - Other pasture cut for hay,1444249.14,*,1444249.14,*
103,Central West,3308058,Hay - Cereal cut for hay,8545364.65,^,8545364.65,^
103,Central West,3308158,Hay - Other crops cut for hay,2894622.05,^,2894622.05,^
103,Central West,1919559,"Nurseries, cut flowers or cultivated turf - Total",14804735.08,,13712159.69,
