"75030DO003_201617 Value of Agricultural Commodities Produced, Australia–2016-17",,,,,,,
Released at 11:30 am (Canberra time) 21 May 2018,,,,,,,
"Value of Agricultural Commodities Produced–Australia, States and Territories and ASGS regions–2016-17",,,,,,,
,,,,,,,
Region code,Region label,Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors
1,New South Wales,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",294685025.6,,265216523,
1,New South Wales,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",91352369.18,,82217132.26,
1,New South Wales,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",203332656.4,,182999390.7,
1,New South Wales,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",32741196.04,,29467076.43,
1,New South Wales,1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",19317304.77,^,17385574.29,^
1,New South Wales,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",13423891.27,,12081502.14,
1,New South Wales,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",122330466.3,^,122265835.1,^
1,New South Wales,4309359,Fruit and nuts (excluding grapes) - Total,723397021.3,,653349097.3,
1,New South Wales,4201458,Fruit and nuts - Citrus fruit - Mandarins,15777375.6,*,12630669.44,*
1,New South Wales,4200758,Fruit and nuts - Citrus fruit - Oranges,205780679,,165218355.5,
1,New South Wales,4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,10483417.96,^,9044517.46,^
1,New South Wales,4202258,Fruit and nuts - Pome fruit - Apples,41573272.92,,36980076.35,
1,New South Wales,4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),203383.98,^,172944.08,^
1,New South Wales,4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,9172.73,*,7384.47,*
1,New South Wales,4203958,Fruit and nuts - Stone fruit - Apricots,86729.73,*,73900.64,*
1,New South Wales,4204358,Fruit and nuts - Stone fruit - Cherries,27265996.54,^,24299628.38,^
1,New South Wales,4205558,Fruit and nuts - Stone fruit - Nectarines,5293535.82,,4519797.59,
1,New South Wales,4206258,Fruit and nuts - Stone fruit - Peaches,5578411.69,^,4688860.43,^
1,New South Wales,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,12475656.57,^,10871884.75,^
1,New South Wales,4204158,Fruit and nuts - Orchard fruit - Avocados,37479311.95,^,31942637.68,^
1,New South Wales,4205358,Fruit and nuts - Orchard fruit - Mangoes,311958.2,*,258558.3,*
1,New South Wales,4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,9407419.7,*,8722377.12,*
1,New South Wales,4302258,Fruit and nuts - Other fruit - Strawberries,795506.61,^,700355.45,^
1,New South Wales,4304658,Fruit and nuts - Other fruit - Bananas,4635886.45,^,4128286.76,^
1,New South Wales,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,120796553.8,,118298370.6,
1,New South Wales,4208158,Fruit and nuts - Nuts - Almonds,66469079.44,,66468874.89,
1,New South Wales,4209058,Fruit and nuts - Nuts - Macadamias,105902499.5,,103945482,
1,New South Wales,4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,53071173.11,^,50376135.51,^
1,New South Wales,5110058,Fruit and nuts - Grapes - Total,272373672.3,,264606403,
1,New South Wales,5109958,Fruit and nuts - Grapes - Wine production,186685815.3,,186685815.3,
1,New South Wales,4800558,Fruit and nuts - Grapes - All other uses,85687856.98,*,77920587.65,*
1,New South Wales,3630059,Vegetables for human consumption - Total,507399255.3,,427088382.1,
1,New South Wales,3601358,Vegetables for human consumption - Beans (including french and runner),16186473.54,*,14038113.72,*
1,New South Wales,3601758,Vegetables for human consumption - Broccoli,6085274.63,,5068722.63,
1,New South Wales,3601858,Vegetables for human consumption - Brussels sprouts,37858.82,^,34072.94,^
1,New South Wales,3601958,Vegetables for human consumption - Cabbages,21535200.54,^,15189391.76,^
1,New South Wales,3613658,Vegetables for human consumption - Capsicum (excluding chillies),4666555.96,*,3819476.73,*
1,New South Wales,3602458,Vegetables for human consumption - Carrots,1136047.63,*,930036.55,*
1,New South Wales,3602758,Vegetables for human consumption - Cauliflowers,9729714.34,,7139778.25,
1,New South Wales,3610658,Vegetables for human consumption - Lettuces - Total,14572339.84,^,13761956.52,^
1,New South Wales,3614058,Vegetables for human consumption - Melons,82931971.34,^,70833148.41,^
1,New South Wales,3605858,Vegetables for human consumption - Mushrooms,99774676.3,,84567219.71,
1,New South Wales,3611558,Vegetables for human consumption - Onions,5856095.63,^,5131478.41,^
1,New South Wales,3606758,Vegetables for human consumption - Peas - Green - Fresh market,501222.22,**,433714.54,**
1,New South Wales,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,64916299.92,,58785094.96,
1,New South Wales,3607158,Vegetables for human consumption - Pumpkins,21207241.58,^,14108437.14,^
1,New South Wales,3611758,Vegetables for human consumption - Sweet corn,8389182.66,^,6819160.38,^
1,New South Wales,3608458,Vegetables for human consumption - Tomatoes - Processing,525143.15,^,525143.15,^
1,New South Wales,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),40247000.14,,33167615.69,
1,New South Wales,3630016,Vegetables for human consumption - All other vegetables n.e.c.,109100957,,92735820.62,
1,New South Wales,9017959,Livestock products - Total,1899291016,,1820082642,
1,New South Wales,9200159,Livestock Products - Wool,1094983751,,1047713008,
1,New South Wales,9200258,Livestock products - Milk,548792434.4,,548792434.4,
1,New South Wales,9200348,Livestock products - Eggs,255514830.5,,223577199.2,
1,New South Wales,9015959,Livestock slaughtered and other disposals - Total,4204622007,,3949142486,
1,New South Wales,9100258,Livestock slaughtered and other disposals - Sheep and lambs,832550554.3,,765664743.6,
1,New South Wales,9100158,Livestock slaughtered and other disposals - Cattle and calves,2364151283,,2196307524,
1,New South Wales,9100358,Livestock slaughtered and other disposals - Pigs,224423366.6,^,217094081.6,^
1,New South Wales,9100658,Livestock slaughtered and other disposals - Poultry,771137545.8,,758287043.1,
1,New South Wales,9100916,Livestock slaughtered and other disposals - Other n.e.c.,12359257.29,^,11789093.89,^
101,Capital Region,9019959,Total agriculture,838405075.3,,787116074.8,
101,Capital Region,9013959,Total value of crops,184282908.7,,168741794.5,
101,Capital Region,1910758,Broadacre crops - Total,129048640.1,^,117211629.7,^
101,Capital Region,1500158,Broadacre crops - Cereal crops - Wheat for grain,58512308.89,^,51489038.13,^
101,Capital Region,1500858,Broadacre crops - Cereal crops - Oats for grain,4608611.57,^,4133615.85,^
101,Capital Region,1501758,Broadacre crops - Cereal crops - Barley for grain,9677155.46,**,8416992.37,**
101,Capital Region,1508858,Broadacre crops - Cereal crops - Triticale for grain,1219705.05,^,1037664.7,^
101,Capital Region,1510316,Broadacre crops - Cereal crops - All other cereals for grain or seed,7128.53,**,6351.34,**
101,Capital Region,1901916,Broadacre crops - Non-cereal crops - Other pulses,2103161.71,**,2009321.45,**
101,Capital Region,1900958,Broadacre crops - Non-cereal crops - Oilseeds - Canola,50329427.94,^,47786494.37,^
101,Capital Region,1510458,Broadacre crops - All other crops n.e.c.,2591140.99,*,2332151.46,*
101,Capital Region,3307859,Hay - Total,20062058.08,^,20062058.08,^
101,Capital Region,1005158,Hay - Lucerne cut for hay,7573192.24,^,7573192.24,^
101,Capital Region,3308558,Hay - Other pasture cut for hay,7729990.89,^,7729990.89,^
101,Capital Region,3308058,Hay - Cereal cut for hay,4588142.53,**,4588142.53,**
101,Capital Region,3308158,Hay - Other crops cut for hay,170732.41,*,170732.41,*
101,Capital Region,1919559,"Nurseries, cut flowers or cultivated turf - Total",10780582.07,*,9967627.98,*
101,Capital Region,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",7204078.87,*,6483670.98,*
101,Capital Region,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",2679664.88,*,2411698.39,*
101,Capital Region,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",4524413.99,*,4071972.59,*
101,Capital Region,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",911381.33,*,820243.2,*
101,Capital Region,1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",302412.6,**,272171.34,**
101,Capital Region,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",608968.74,*,548071.86,*
101,Capital Region,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",2665121.87,**,2663713.8,**
101,Capital Region,4309359,Fruit and nuts (excluding grapes) - Total,17552978.39,^,15586650.03,^
101,Capital Region,4201458,Fruit and nuts - Citrus fruit - Mandarins,399.14,*,319.53,*
101,Capital Region,4200758,Fruit and nuts - Citrus fruit - Oranges,33002.91,**,26497.57,**
101,Capital Region,4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,3531.25,*,3046.57,*
101,Capital Region,4202258,Fruit and nuts - Pome fruit - Apples,4928.92,*,4384.35,*
101,Capital Region,4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),2346.98,*,1995.71,*
101,Capital Region,4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,1082.03,*,871.09,*
101,Capital Region,4203958,Fruit and nuts - Stone fruit - Apricots,996.36,*,848.98,*
101,Capital Region,4204358,Fruit and nuts - Stone fruit - Cherries,10706223.18,^,9541453.74,^
101,Capital Region,4205558,Fruit and nuts - Stone fruit - Nectarines,29805.42,**,25448.86,**
101,Capital Region,4206258,Fruit and nuts - Stone fruit - Peaches,36205.32,**,30431.91,**
101,Capital Region,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,5945225.05,^,5180953.9,^
101,Capital Region,4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,2379.15,*,2205.9,*
101,Capital Region,4302258,Fruit and nuts - Other fruit - Strawberries,14948,^,13160.06,^
101,Capital Region,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,741702.13,^,726363.05,^
101,Capital Region,4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,30202.55,*,28668.81,*
101,Capital Region,5110058,Fruit and nuts - Grapes - Total,828068.39,*,828068.39,*
101,Capital Region,5109958,Fruit and nuts - Grapes - Wine production,828068.39,*,828068.39,*
101,Capital Region,3630059,Vegetables for human consumption - Total,6010581.64,,5085760.4,
101,Capital Region,3601358,Vegetables for human consumption - Beans (including french and runner),1099.53,*,953.6,*
101,Capital Region,3601758,Vegetables for human consumption - Broccoli,6577.64,*,5478.84,*
101,Capital Region,3601958,Vegetables for human consumption - Cabbages,8890.1,*,6270.44,*
101,Capital Region,3613658,Vegetables for human consumption - Capsicum (excluding chillies),1276.37,*,1044.68,*
101,Capital Region,3602758,Vegetables for human consumption - Cauliflowers,2276.46,*,1670.49,*
101,Capital Region,3610658,Vegetables for human consumption - Lettuces - Total,2311.91,*,2183.34,*
101,Capital Region,3614058,Vegetables for human consumption - Melons,1066.5,*,910.91,*
101,Capital Region,3605858,Vegetables for human consumption - Mushrooms,3667013.85,,3108094.93,
101,Capital Region,3606758,Vegetables for human consumption - Peas - Green - Fresh market,1052.37,*,910.63,*
101,Capital Region,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,133975.86,*,121322.13,*
101,Capital Region,3607158,Vegetables for human consumption - Pumpkins,93823.6,^,62417.57,^
101,Capital Region,3611758,Vegetables for human consumption - Sweet corn,2848.37,*,2315.3,*
101,Capital Region,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),112991.69,^,93116.63,^
101,Capital Region,3630016,Vegetables for human consumption - All other vegetables n.e.c.,1975377.38,*,1679070.91,*
101,Capital Region,9017959,Livestock products - Total,275351892.9,,264716505.3,
101,Capital Region,9200159,Livestock Products - Wool,175826600.8,,168236119.2,
101,Capital Region,9200258,Livestock products - Milk,75164730.69,^,75164730.69,^
101,Capital Region,9200348,Livestock products - Eggs,24360561.32,^,21315655.38,^
101,Capital Region,9015959,Livestock slaughtered and other disposals - Total,378770273.7,,353657775,
101,Capital Region,9100258,Livestock slaughtered and other disposals - Sheep and lambs,131854947.9,,121261854.4,
101,Capital Region,9100158,Livestock slaughtered and other disposals - Cattle and calves,180990460.7,,168140738.2,
101,Capital Region,9100358,Livestock slaughtered and other disposals - Pigs,35673383.68,,34508351.7,
101,Capital Region,9100658,Livestock slaughtered and other disposals - Poultry,29873657.64,,29386436.83,
101,Capital Region,9100916,Livestock slaughtered and other disposals - Other n.e.c.,377823.76,*,360393.81,*
102,Central Coast,9019959,Total agriculture,158264734,^,148584433.3,^
102,Central Coast,9013959,Total value of crops,75009759.9,^,66834506.01,^
102,Central Coast,1910758,Broadacre crops - Total,4606.32,**,4145.91,**
102,Central Coast,1510458,Broadacre crops - All other crops n.e.c.,4606.32,**,4145.91,**
102,Central Coast,3307859,Hay - Total,1509.93,**,1509.93,**
102,Central Coast,1005158,Hay - Lucerne cut for hay,1509.93,**,1509.93,**
102,Central Coast,1919559,"Nurseries, cut flowers or cultivated turf - Total",48158225.6,^,44086483.19,^
102,Central Coast,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",34863088.62,^,31376779.75,^
102,Central Coast,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",8940951.86,*,8046856.67,*
102,Central Coast,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",25922136.76,^,23329923.08,^
102,Central Coast,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",5814814.55,*,5233333.09,*
102,Central Coast,1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",3689238.03,*,3320314.22,*
102,Central Coast,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",2125576.52,*,1913018.87,*
102,Central Coast,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",7480322.44,**,7476370.34,**
102,Central Coast,4309359,Fruit and nuts (excluding grapes) - Total,7091257.2,^,6052092.63,^
102,Central Coast,4201458,Fruit and nuts - Citrus fruit - Mandarins,2985.3,*,2389.9,*
102,Central Coast,4200758,Fruit and nuts - Citrus fruit - Oranges,958717.14,^,769740.24,^
102,Central Coast,4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,2948754.71,^,2544023.67,^
102,Central Coast,4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,7460.63,*,6006.15,*
102,Central Coast,4205558,Fruit and nuts - Stone fruit - Nectarines,732355.95,**,625309.96,**
102,Central Coast,4206258,Fruit and nuts - Stone fruit - Peaches,372976.44,**,313500.43,**
102,Central Coast,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,278253.92,**,242483.79,**
102,Central Coast,4204158,Fruit and nuts - Orchard fruit - Avocados,1606521.54,*,1369196.31,*
102,Central Coast,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,183231.58,*,179442.19,*
102,Central Coast,3630059,Vegetables for human consumption - Total,19754160.84,*,16690274.35,*
102,Central Coast,3601758,Vegetables for human consumption - Broccoli,210886.53,**,175657.69,**
102,Central Coast,3601958,Vegetables for human consumption - Cabbages,29209.97,**,20602.63,**
102,Central Coast,3613658,Vegetables for human consumption - Capsicum (excluding chillies),25774.23,**,21095.66,**
102,Central Coast,3602458,Vegetables for human consumption - Carrots,635956.23,**,520631.81,**
102,Central Coast,3602758,Vegetables for human consumption - Cauliflowers,75858.62,**,55665.94,**
102,Central Coast,3610658,Vegetables for human consumption - Lettuces - Total,161802.2,**,152804.21,**
102,Central Coast,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,6674.33,**,6043.96,**
102,Central Coast,3607158,Vegetables for human consumption - Pumpkins,12303.83,**,8185.31,**
102,Central Coast,3611758,Vegetables for human consumption - Sweet corn,3812.62,**,3099.1,**
102,Central Coast,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),2958206.04,*,2437862.22,*
102,Central Coast,3630016,Vegetables for human consumption - All other vegetables n.e.c.,15633676.25,*,13288625.83,*
102,Central Coast,9017959,Livestock products - Total,793558.95,^,694725.16,^
102,Central Coast,9200159,Livestock Products - Wool,4347.53,*,4159.85,*
102,Central Coast,9200348,Livestock products - Eggs,789211.42,^,690565.31,^
102,Central Coast,9015959,Livestock slaughtered and other disposals - Total,82461415.1,^,81055202.1,^
102,Central Coast,9100258,Livestock slaughtered and other disposals - Sheep and lambs,4041.06,*,3716.44,*
102,Central Coast,9100158,Livestock slaughtered and other disposals - Cattle and calves,313717.54,*,291419.54,*
102,Central Coast,9100658,Livestock slaughtered and other disposals - Poultry,82084606.56,^,80703740.31,^
102,Central Coast,9100916,Livestock slaughtered and other disposals - Other n.e.c.,59049.94,**,56325.81,**
103,Central West,9019959,Total agriculture,1741994001,,1600347207,
103,Central West,9013959,Total value of crops,890374814.1,,803229945.4,
103,Central West,1910758,Broadacre crops - Total,712700060.5,,641670964.1,
103,Central West,1500158,Broadacre crops - Cereal crops - Wheat for grain,366029234.5,,322094505.8,
103,Central West,1500858,Broadacre crops - Cereal crops - Oats for grain,44086137.53,^,39542312.03,^
103,Central West,1501758,Broadacre crops - Cereal crops - Barley for grain,95026033.08,,82651704.72,
103,Central West,1504158,Broadacre crops - Cereal crops - Sorghum for grain,612457.09,*,544762.63,*
103,Central West,1505358,Broadacre crops - Cereal crops - Maize for grain,961818.83,**,877632.03,**
103,Central West,1508558,Broadacre crops - Cereal crops - Rice for grain,491686.65,**,448250.48,**
