"75030DO004_201617 Value of Agricultural Commodities Produced, Australia–2016-17",,,,,,,
Released at 11:30 am (Canberra time) 21 May 2018,,,,,,,
"Value of Agricultural Commodities Produced–Australia, States and Territories and NRM regions–2016-17",,,,,,,
,,,,,,,
Region code,Region label,Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors
1,New South Wales,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",294685025.6,,265216523,
1,New South Wales,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",91352369.18,,82217132.26,
1,New South Wales,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",203332656.4,,182999390.7,
1,New South Wales,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",32741196.04,,29467076.43,
1,New South Wales,1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",19317304.77,^,17385574.29,^
1,New South Wales,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",13423891.27,,12081502.14,
1,New South Wales,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",122330466.3,^,122265835.1,^
1,New South Wales,4309359,Fruit and nuts (excluding grapes) - Total,723397021.3,,653349097.3,
1,New South Wales,4201458,Fruit and nuts - Citrus fruit - Mandarins,15777375.6,*,12630669.44,*
1,New South Wales,4200758,Fruit and nuts - Citrus fruit - Oranges,205780679,,165218355.5,
1,New South Wales,4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,10483417.96,^,9044517.46,^
1,New South Wales,4202258,Fruit and nuts - Pome fruit - Apples,41573272.92,,36980076.35,
1,New South Wales,4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),203383.98,^,172944.08,^
1,New South Wales,4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,9172.73,*,7384.47,*
1,New South Wales,4203958,Fruit and nuts - Stone fruit - Apricots,86729.73,*,73900.64,*
1,New South Wales,4204358,Fruit and nuts - Stone fruit - Cherries,27265996.54,^,24299628.38,^
1,New South Wales,4205558,Fruit and nuts - Stone fruit - Nectarines,5293535.82,,4519797.59,
1,New South Wales,4206258,Fruit and nuts - Stone fruit - Peaches,5578411.69,^,4688860.43,^
1,New South Wales,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,12475656.57,^,10871884.75,^
1,New South Wales,4204158,Fruit and nuts - Orchard fruit - Avocados,37479311.95,^,31942637.68,^
1,New South Wales,4205358,Fruit and nuts - Orchard fruit - Mangoes,311958.2,*,258558.3,*
1,New South Wales,4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,9407419.7,*,8722377.12,*
1,New South Wales,4302258,Fruit and nuts - Other fruit - Strawberries,795506.61,^,700355.45,^
1,New South Wales,4304658,Fruit and nuts - Other fruit - Bananas,4635886.45,^,4128286.76,^
1,New South Wales,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,120796553.8,,118298370.6,
1,New South Wales,4208158,Fruit and nuts - Nuts - Almonds,66469079.44,,66468874.89,
1,New South Wales,4209058,Fruit and nuts - Nuts - Macadamias,105902499.5,,103945482,
1,New South Wales,4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,53071173.11,^,50376135.51,^
1,New South Wales,5110058,Fruit and nuts - Grapes - Total,272373672.3,,264606403,
1,New South Wales,5109958,Fruit and nuts - Grapes - Wine production,186685815.3,,186685815.3,
1,New South Wales,4800558,Fruit and nuts - Grapes - All other uses,85687856.98,*,77920587.65,*
1,New South Wales,3630059,Vegetables for human consumption - Total,507399255.3,,427088382.1,
1,New South Wales,3601358,Vegetables for human consumption - Beans (including french and runner),16186473.54,*,14038113.72,*
1,New South Wales,3601758,Vegetables for human consumption - Broccoli,6085274.63,,5068722.63,
1,New South Wales,3601858,Vegetables for human consumption - Brussels sprouts,37858.82,^,34072.94,^
1,New South Wales,3601958,Vegetables for human consumption - Cabbages,21535200.54,^,15189391.76,^
1,New South Wales,3613658,Vegetables for human consumption - Capsicum (excluding chillies),4666555.96,*,3819476.73,*
1,New South Wales,3602458,Vegetables for human consumption - Carrots,1136047.63,*,930036.55,*
1,New South Wales,3602758,Vegetables for human consumption - Cauliflowers,9729714.34,,7139778.25,
1,New South Wales,3610658,Vegetables for human consumption - Lettuces - Total,14572339.84,^,13761956.52,^
1,New South Wales,3614058,Vegetables for human consumption - Melons,82931971.34,^,70833148.41,^
1,New South Wales,3605858,Vegetables for human consumption - Mushrooms,99774676.3,,84567219.71,
1,New South Wales,3611558,Vegetables for human consumption - Onions,5856095.63,^,5131478.41,^
1,New South Wales,3606758,Vegetables for human consumption - Peas - Green - Fresh market,501222.22,**,433714.54,**
1,New South Wales,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,64916299.92,,58785094.96,
1,New South Wales,3607158,Vegetables for human consumption - Pumpkins,21207241.58,^,14108437.14,^
1,New South Wales,3611758,Vegetables for human consumption - Sweet corn,8389182.66,^,6819160.38,^
1,New South Wales,3608458,Vegetables for human consumption - Tomatoes - Processing,525143.15,^,525143.15,^
1,New South Wales,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),40247000.14,,33167615.69,
1,New South Wales,3630016,Vegetables for human consumption - All other vegetables n.e.c.,109100957,,92735820.62,
1,New South Wales,9017959,Livestock products - Total,1899291016,,1820082642,
1,New South Wales,9200159,Livestock Products - Wool,1094983751,,1047713008,
1,New South Wales,9200258,Livestock products - Milk,548792434.4,,548792434.4,
1,New South Wales,9200348,Livestock products - Eggs,255514830.5,,223577199.2,
1,New South Wales,9015959,Livestock slaughtered and other disposals - Total,4204622007,,3949142486,
1,New South Wales,9100258,Livestock slaughtered and other disposals - Sheep and lambs,832550554.3,,765664743.6,
1,New South Wales,9100158,Livestock slaughtered and other disposals - Cattle and calves,2364151283,,2196307524,
1,New South Wales,9100358,Livestock slaughtered and other disposals - Pigs,224423366.6,^,217094081.6,^
1,New South Wales,9100658,Livestock slaughtered and other disposals - Poultry,771137545.8,,758287043.1,
1,New South Wales,9100916,Livestock slaughtered and other disposals - Other n.e.c.,12359257.29,^,11789093.89,^
101,Central Tablelands,9019959,Total agriculture,662928638,,613227029.9,
101,Central Tablelands,9013959,Total value of crops,200949074.4,,180827540.5,
101,Central Tablelands,1910758,Broadacre crops - Total,72577586.3,^,65496841.32,^
101,Central Tablelands,1500158,Broadacre crops - Cereal crops - Wheat for grain,32493235.85,^,28593051.47,^
101,Central Tablelands,1500858,Broadacre crops - Cereal crops - Oats for grain,8030884.5,^,7203165.4,^
101,Central Tablelands,1501758,Broadacre crops - Cereal crops - Barley for grain,5445383.84,*,4736283.76,*
101,Central Tablelands,1504158,Broadacre crops - Cereal crops - Sorghum for grain,162706.05,^,144722.26,^
101,Central Tablelands,1508858,Broadacre crops - Cereal crops - Triticale for grain,1825953.55,*,1553430.91,*
101,Central Tablelands,1901916,Broadacre crops - Non-cereal crops - Other pulses,1342862.41,*,1282945.69,*
101,Central Tablelands,1900958,Broadacre crops - Non-cereal crops - Oilseeds - Canola,20904294.43,^,19848088.66,^
101,Central Tablelands,1510458,Broadacre crops - All other crops n.e.c.,2372265.68,*,2135153.16,*
101,Central Tablelands,3307859,Hay - Total,34280895.73,^,34280895.73,^
101,Central Tablelands,1005158,Hay - Lucerne cut for hay,19084034.63,^,19084034.63,^
101,Central Tablelands,3308558,Hay - Other pasture cut for hay,5488293.5,^,5488293.5,^
101,Central Tablelands,3308058,Hay - Cereal cut for hay,9620496.36,^,9620496.36,^
101,Central Tablelands,3308158,Hay - Other crops cut for hay,88071.24,*,88071.24,*
101,Central Tablelands,1919559,"Nurseries, cut flowers or cultivated turf - Total",14178105.47,^,13135451.72,^
101,Central Tablelands,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",10257567.56,^,9231810.8,^
101,Central Tablelands,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",4882943.57,^,4394649.21,^
101,Central Tablelands,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",5374623.99,^,4837161.59,^
101,Central Tablelands,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",149043.91,**,134139.52,**
101,Central Tablelands,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",149043.91,**,134139.52,**
101,Central Tablelands,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",3771494,*,3769501.39,*
101,Central Tablelands,4309359,Fruit and nuts (excluding grapes) - Total,31006939.14,^,27725442.34,^
101,Central Tablelands,4202258,Fruit and nuts - Pome fruit - Apples,17487205.48,^,15555142.72,^
101,Central Tablelands,4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),70301.75,*,59779.88,*
101,Central Tablelands,4203958,Fruit and nuts - Stone fruit - Apricots,6273.65,**,5345.65,**
101,Central Tablelands,4204358,Fruit and nuts - Stone fruit - Cherries,11874056.25,^,10582233.95,^
101,Central Tablelands,4205558,Fruit and nuts - Stone fruit - Nectarines,11939.14,**,10194.04,**
101,Central Tablelands,4206258,Fruit and nuts - Stone fruit - Peaches,8399.33,**,7059.95,**
101,Central Tablelands,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,27829.73,**,24252.16,**
101,Central Tablelands,4302258,Fruit and nuts - Other fruit - Strawberries,81325.51,**,71598.1,**
101,Central Tablelands,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,1439608.32,**,1409835.9,**
101,Central Tablelands,5110058,Fruit and nuts - Grapes - Total,6849321.26,^,6849321.26,^
101,Central Tablelands,5109958,Fruit and nuts - Grapes - Wine production,6849321.26,^,6849321.26,^
101,Central Tablelands,3630059,Vegetables for human consumption - Total,42056226.51,,33339588.17,
101,Central Tablelands,3601358,Vegetables for human consumption - Beans (including french and runner),19357.96,**,16788.66,**
101,Central Tablelands,3601758,Vegetables for human consumption - Broccoli,565139.4,,470732.22,
101,Central Tablelands,3601858,Vegetables for human consumption - Brussels sprouts,35569.14,^,32012.23,^
101,Central Tablelands,3601958,Vegetables for human consumption - Cabbages,9308688.05,,6565683.44,
101,Central Tablelands,3613658,Vegetables for human consumption - Capsicum (excluding chillies),8765.75,**,7174.58,**
101,Central Tablelands,3602458,Vegetables for human consumption - Carrots,8675.63,**,7102.39,**
101,Central Tablelands,3602758,Vegetables for human consumption - Cauliflowers,8090935.17,,5937222.91,
101,Central Tablelands,3610658,Vegetables for human consumption - Lettuces - Total,1269312.83,,1198724.99,
101,Central Tablelands,3614058,Vegetables for human consumption - Melons,4691385.45,,4006966.15,
101,Central Tablelands,3611558,Vegetables for human consumption - Onions,123869.14,^,108541.91,^
101,Central Tablelands,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,2888891.2,^,2616041.64,^
101,Central Tablelands,3607158,Vegetables for human consumption - Pumpkins,1517256.38,,1009377.68,
101,Central Tablelands,3611758,Vegetables for human consumption - Sweet corn,3632274.81,,2952500.32,
101,Central Tablelands,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),37506.35,*,30909.04,*
101,Central Tablelands,3630016,Vegetables for human consumption - All other vegetables n.e.c.,9858599.27,^,8379810.02,^
101,Central Tablelands,9017959,Livestock products - Total,149920248.4,,142359052.8,
101,Central Tablelands,9200159,Livestock Products - Wool,112838210,,107966954.2,
101,Central Tablelands,9200258,Livestock products - Milk,15561360.04,^,15561360.04,^
101,Central Tablelands,9200348,Livestock products - Eggs,21520678.3,,18830738.59,
101,Central Tablelands,9015959,Livestock slaughtered and other disposals - Total,312059315.2,,290040436.6,
101,Central Tablelands,9100258,Livestock slaughtered and other disposals - Sheep and lambs,79067522.85,,72715093.63,
101,Central Tablelands,9100158,Livestock slaughtered and other disposals - Cattle and calves,215705934.6,,200386095.6,
101,Central Tablelands,9100358,Livestock slaughtered and other disposals - Pigs,2544344.07,*,2461250.12,*
101,Central Tablelands,9100658,Livestock slaughtered and other disposals - Poultry,13790869.88,,13571208.96,
101,Central Tablelands,9100916,Livestock slaughtered and other disposals - Other n.e.c.,950643.87,^,906788.29,^
102,Central West,9019959,Total agriculture,2051959144,,1892771074,
102,Central West,9013959,Total value of crops,1281576952,,1168811995,
102,Central West,1910758,Broadacre crops - Total,1197379302,,1089124927,
102,Central West,1500158,Broadacre crops - Cereal crops - Wheat for grain,580200908.5,,510559013.4,
102,Central West,1500858,Broadacre crops - Cereal crops - Oats for grain,49170907.15,^,44103009.76,^
102,Central West,1501758,Broadacre crops - Cereal crops - Barley for grain,120946112.6,^,105196461,^
102,Central West,1504158,Broadacre crops - Cereal crops - Sorghum for grain,6537325.58,*,5814759.54,*
102,Central West,1505358,Broadacre crops - Cereal crops - Maize for grain,989326.97,**,902732.43,**
102,Central West,1508558,Broadacre crops - Cereal crops - Rice for grain,491686.65,**,448250.48,**
102,Central West,1508858,Broadacre crops - Cereal crops - Triticale for grain,3812726.25,**,3243678.81,**
102,Central West,1510316,Broadacre crops - Cereal crops - All other cereals for grain or seed,204638.3,*,182327.47,*
102,Central West,1803258,Broadacre crops - Non-cereal crops - Cotton lint (irrigated and non-irrigated),149990675,,147563407.6,
102,Central West,1901916,Broadacre crops - Non-cereal crops - Other pulses,141935026.2,^,135602075.3,^
102,Central West,1900958,Broadacre crops - Non-cereal crops - Oilseeds - Canola,132261649.2,^,125579026.3,^
102,Central West,1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,2495330.23,*,2421093.6,*
102,Central West,1510458,Broadacre crops - All other crops n.e.c.,8342989.43,^,7509091.6,^
102,Central West,3307859,Hay - Total,50883847.07,^,50883847.07,^
102,Central West,1005158,Hay - Lucerne cut for hay,16399079.85,^,16399079.85,^
102,Central West,3308558,Hay - Other pasture cut for hay,6121998.36,^,6121998.36,^
102,Central West,3308058,Hay - Cereal cut for hay,26214002.83,^,26214002.83,^
102,Central West,3308158,Hay - Other crops cut for hay,2148766.03,*,2148766.03,*
102,Central West,1919559,"Nurseries, cut flowers or cultivated turf - Total",7603558.78,,7143164.9,
102,Central West,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",3882373.89,,3494136.5,
102,Central West,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",1358984.21,,1223085.79,
102,Central West,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",2523389.68,,2271050.71,
102,Central West,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",705632.75,,635069.47,
102,Central West,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",705632.75,,635069.47,
102,Central West,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",3015552.14,,3013958.92,
102,Central West,4309359,Fruit and nuts (excluding grapes) - Total,11725777.95,,9833699.06,
102,Central West,4200758,Fruit and nuts - Citrus fruit - Oranges,8329330.7,^,6687500.15,^
102,Central West,4202258,Fruit and nuts - Pome fruit - Apples,571188.65,**,508081.23,**
102,Central West,4204358,Fruit and nuts - Stone fruit - Cherries,6765.37,^,6029.34,^
102,Central West,4205558,Fruit and nuts - Stone fruit - Nectarines,210588.82,,179807.76,
102,Central West,4206258,Fruit and nuts - Stone fruit - Peaches,303222.83,*,254869.95,*
102,Central West,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,444925.72,**,387729.59,**
102,Central West,4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,34410.6,**,31904.84,**
102,Central West,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,1499131,,1468127.6,
102,Central West,4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,326214.27,**,309648.59,**
102,Central West,5110058,Fruit and nuts - Grapes - Total,871285.25,,871285.25,
102,Central West,5109958,Fruit and nuts - Grapes - Wine production,871285.25,,871285.25,
102,Central West,3630059,Vegetables for human consumption - Total,13113180.85,^,10955071.84,^
102,Central West,3601758,Vegetables for human consumption - Broccoli,14701.45,,12245.55,
102,Central West,3601958,Vegetables for human consumption - Cabbages,20617.85,*,14542.36,*
102,Central West,3602458,Vegetables for human consumption - Carrots,1188.48,,972.96,
102,Central West,3602758,Vegetables for human consumption - Cauliflowers,6956.3,,5104.61,
102,Central West,3614058,Vegetables for human consumption - Melons,9109309.45,,7780365.74,
102,Central West,3607158,Vegetables for human consumption - Pumpkins,524321.16,,348812.55,
102,Central West,3611758,Vegetables for human consumption - Sweet corn,3436086.16,*,2793028.06,*
102,Central West,9017959,Livestock products - Total,275983540.4,,265996948.4,
102,Central West,9200159,Livestock Products - Wool,231229940.2,,221247681.6,
102,Central West,9200258,Livestock products - Milk,44718932.08,^,44718932.08,^
102,Central West,9200348,Livestock products - Eggs,34668.04,**,30334.77,**
102,Central West,9015959,Livestock slaughtered and other disposals - Total,494398652.1,,457962130.6,
102,Central West,9100258,Livestock slaughtered and other disposals - Sheep and lambs,176774270.2,,162572539.9,
102,Central West,9100158,Livestock slaughtered and other disposals - Cattle and calves,311293691.5,^,289196713,^
102,Central West,9100358,Livestock slaughtered and other disposals - Pigs,867225.7,*,838903.58,*
102,Central West,9100658,Livestock slaughtered and other disposals - Poultry,4863094.79,**,4781300.87,**
102,Central West,9100916,Livestock slaughtered and other disposals - Other n.e.c.,600369.87,*,572673.3,*
103,Greater Sydney,9019959,Total agriculture,828296857.5,,765112170.1,
103,Greater Sydney,9013959,Total value of crops,447203807.5,,399609705.4,
103,Greater Sydney,1910758,Broadacre crops - Total,3568202.55,,3197842.27,
